ID	x	y	edge	border	river	road	habitat
1	259662.60	9131368.69	186.99	6116.04	612.36	6392.01	Montane
2	259762.60	9131368.69	258.57	6019.64	712.31	6304.52	Montane
3	259862.60	9131368.69	284.72	5923.37	647.37	6217.40	Montane
4	259962.60	9131368.69	244.42	5827.22	552.96	6130.68	Montane
5	260062.60	9131368.69	217.35	5731.21	460.91	6044.37	Montane
6	260162.60	9131368.69	198.02	5635.33	372.98	5958.49	Montane
7	260262.60	9131368.69	183.55	5539.60	292.90	5873.05	Montane
8	260362.60	9131368.69	166.29	5444.02	229.06	5788.08	Montane
9	260462.60	9131368.69	160.11	5348.61	197.85	5703.60	Montane
10	260562.60	9131368.69	143.47	5253.36	214.06	5619.62	Montane
11	260662.60	9131368.69	97.20	5158.29	269.25	5536.18	Montane
12	260762.60	9131368.69	34.31	5063.42	344.35	5453.30	Montane
13	264062.60	9131368.69	27.00	1964.53	161.44	2667.48	Deciduous
14	264162.60	9131368.69	68.21	1864.71	145.38	2571.16	Deciduous
15	264262.60	9131368.69	113.74	1764.91	186.68	2475.12	Deciduous
16	264362.60	9131368.69	168.91	1665.13	214.70	2379.16	Deciduous
17	264462.60	9131368.69	237.34	1565.38	161.70	2283.20	Deciduous
18	264562.60	9131368.69	320.10	1465.67	161.84	2187.27	Deciduous
19	264662.60	9131368.69	406.15	1365.99	203.43	2091.65	Deciduous
20	264762.60	9131368.69	496.78	1266.37	245.13	1996.45	Deciduous
21	264862.60	9131368.69	590.45	1166.81	275.41	1901.75	Deciduous
22	264962.60	9131368.69	630.71	1067.34	306.44	1807.62	Deciduous
23	265062.60	9131368.69	530.72	967.97	343.85	1714.16	Deciduous
24	265162.60	9131368.69	430.73	868.75	381.27	1621.47	Deciduous
25	265262.60	9131368.69	330.74	769.73	422.93	1529.71	Deciduous
26	265362.60	9131368.69	230.77	671.00	472.21	1439.04	Deciduous
27	265462.60	9131368.69	130.84	572.71	494.34	1349.70	Deciduous
28	265562.60	9131368.69	31.37	475.14	394.46	1261.95	Deciduous
29	259562.60	9131468.69	45.89	6239.29	509.93	6527.90	Montane
30	259662.60	9131468.69	117.24	6143.20	609.92	6440.70	Montane
31	259762.60	9131468.69	191.55	6047.24	709.91	6353.88	Montane
32	259862.60	9131468.69	277.72	5951.41	684.48	6267.45	Montane
33	259962.60	9131468.69	341.10	5855.73	595.98	6181.43	Montane
34	260062.60	9131468.69	312.62	5760.19	511.73	6095.84	Montane
35	260162.60	9131468.69	297.36	5664.80	434.22	6010.69	Montane
36	260262.60	9131468.69	282.28	5569.58	367.73	5926.01	Montane
37	260362.60	9131468.69	265.22	5474.52	319.22	5841.81	Montane
38	260462.60	9131468.69	260.03	5379.65	297.62	5758.11	Montane
39	260562.60	9131468.69	236.81	5284.96	308.63	5674.95	Montane
40	260662.60	9131468.69	175.32	5190.47	349.18	5592.33	Montane
41	260762.60	9131468.69	111.30	5096.20	410.61	5510.10	Montane
42	260862.60	9131468.69	46.05	5002.14	484.97	5427.88	Deciduous
43	264062.60	9131468.69	68.65	1961.26	254.35	2642.86	Deciduous
44	264162.60	9131468.69	158.19	1861.27	244.47	2545.60	Deciduous
45	264262.60	9131468.69	201.82	1761.27	255.50	2448.57	Deciduous
46	264362.60	9131468.69	249.45	1661.27	159.15	2351.79	Deciduous
47	264462.60	9131468.69	309.92	1561.28	73.32	2255.29	Deciduous
48	264562.60	9131468.69	378.39	1461.28	70.20	2159.11	Deciduous
49	264662.60	9131468.69	457.89	1361.29	113.11	2063.15	Deciduous
50	264762.60	9131468.69	542.84	1261.29	149.82	1967.19	Deciduous
51	264862.60	9131468.69	629.72	1161.30	180.10	1871.23	Deciduous
52	264962.60	9131468.69	639.62	1061.31	213.70	1775.48	Deciduous
53	265062.60	9131468.69	541.27	961.32	251.12	1680.23	Deciduous
54	265162.60	9131468.69	443.67	861.33	288.57	1585.56	Deciduous
55	265262.60	9131468.69	347.43	761.34	335.92	1491.59	Deciduous
56	265362.60	9131468.69	254.11	661.36	385.19	1398.45	Deciduous
57	265462.60	9131468.69	167.08	561.39	437.01	1306.33	Deciduous
58	265562.60	9131468.69	80.30	461.43	401.53	1215.46	Deciduous
59	265662.60	9131468.69	9.15	361.49	304.07	1126.13	Deciduous
60	259662.60	9131568.69	54.18	6171.86	619.70	6490.57	Montane
61	259762.60	9131568.69	142.60	6076.36	718.33	6404.42	Montane
62	259862.60	9131568.69	236.35	5981.00	733.45	6318.68	Montane
63	259962.60	9131568.69	333.75	5885.79	651.63	6233.37	Montane
64	260062.60	9131568.69	409.85	5790.75	575.59	6148.50	Montane
65	260162.60	9131568.69	396.70	5695.87	507.91	6064.09	Montane
66	260262.60	9131568.69	380.75	5601.18	452.39	5980.16	Montane
67	260362.60	9131568.69	364.74	5506.67	413.92	5896.74	Montane
68	260462.60	9131568.69	359.96	5412.36	397.50	5813.84	Montane
69	260562.60	9131568.69	316.32	5318.25	405.81	5731.46	Montane
70	260662.60	9131568.69	251.68	5224.37	437.44	5649.24	Montane
71	260762.60	9131568.69	187.20	5130.71	487.89	5567.06	Montane
72	260862.60	9131568.69	99.72	5037.30	552.01	5485.33	Montane
73	260962.60	9131568.69	4.14	4944.15	625.61	5404.21	Deciduous
74	261462.60	9131568.69	10.25	4482.82	372.36	5008.89	Montane
75	261762.60	9131568.69	43.74	4210.27	80.00	4748.71	Montane
76	261862.60	9131568.69	36.58	4120.26	17.73	4661.78	Montane
77	263862.60	9131568.69	5.49	2162.91	439.52	2818.35	Montane
78	263962.60	9131568.69	8.12	2063.00	385.03	2720.02	Montane
79	264062.60	9131568.69	87.79	1963.09	351.17	2621.82	Deciduous
80	264162.60	9131568.69	184.25	1863.19	344.09	2523.75	Deciduous
81	264262.60	9131568.69	281.69	1763.30	253.99	2425.85	Deciduous
82	264362.60	9131568.69	337.21	1663.43	156.71	2328.12	Deciduous
83	264462.60	9131568.69	387.61	1563.57	67.87	2230.60	Deciduous
84	264562.60	9131568.69	450.92	1463.73	20.13	2133.30	Deciduous
85	264662.60	9131568.69	519.64	1363.91	22.78	2036.27	Deciduous
86	264762.60	9131568.69	597.09	1264.13	54.52	1939.53	Deciduous
87	264862.60	9131568.69	680.41	1164.38	84.80	1843.15	Deciduous
88	264962.60	9131568.69	663.65	1064.67	120.96	1747.13	Deciduous
89	265062.60	9131568.69	569.46	965.03	158.38	1651.17	Deciduous
90	265162.60	9131568.69	477.66	865.47	199.62	1555.21	Deciduous
91	265262.60	9131568.69	389.88	766.03	248.90	1459.34	Deciduous
92	265362.60	9131568.69	303.90	666.75	299.30	1364.00	Deciduous
93	265462.60	9131568.69	214.46	567.73	352.05	1269.39	Deciduous
94	265562.60	9131568.69	125.16	469.12	405.68	1175.66	Deciduous
95	265662.60	9131568.69	42.63	371.26	343.64	1083.06	Deciduous
96	259662.60	9131668.69	21.27	6202.01	645.03	6541.58	Montane
97	259762.60	9131668.69	119.98	6106.97	740.29	6456.12	Montane
98	259862.60	9131668.69	219.50	6012.10	792.07	6371.07	Montane
99	259962.60	9131668.69	319.32	5917.39	716.98	6286.47	Montane
100	260062.60	9131668.69	419.22	5822.87	648.64	6202.33	Montane
101	260162.60	9131668.69	495.65	5728.52	589.41	6118.66	Montane
102	260262.60	9131668.69	479.19	5634.37	542.29	6035.50	Montane
103	260362.60	9131668.69	464.46	5540.43	510.65	5952.84	Montane
104	260462.60	9131668.69	457.06	5446.71	497.43	5870.60	Montane
105	260562.60	9131668.69	392.27	5353.21	504.09	5788.38	Montane
106	260662.60	9131668.69	309.69	5259.94	529.89	5706.33	Montane
107	260762.60	9131668.69	210.17	5166.94	572.24	5624.85	Montane
108	260862.60	9131668.69	111.38	5074.19	627.81	5543.97	Montane
109	260962.60	9131668.69	12.99	4981.73	693.41	5463.73	Montane
110	261362.60	9131668.69	42.38	4615.03	436.45	5145.86	Montane
111	261462.60	9131668.69	88.39	4524.24	345.23	5058.93	Montane
112	261562.60	9131668.69	19.08	4433.84	254.00	4972.00	Montane
113	261762.60	9131668.69	62.97	4254.33	71.54	4798.23	Montane
114	261862.60	9131668.69	102.53	4165.28	19.69	4711.88	Montane
115	261962.60	9131668.69	21.05	4065.46	115.78	4626.08	Deciduous
116	263862.60	9131668.69	35.32	2169.18	489.71	2802.20	Deciduous
117	263962.60	9131668.69	88.75	2069.57	476.32	2703.28	Deciduous
118	264062.60	9131668.69	149.39	1969.99	449.39	2604.45	Deciduous
119	264162.60	9131668.69	224.70	1870.46	379.07	2505.71	Deciduous
120	264262.60	9131668.69	311.16	1770.98	289.38	2407.07	Deciduous
121	264362.60	9131668.69	403.91	1671.57	209.26	2308.55	Deciduous
122	264462.60	9131668.69	472.88	1572.23	153.36	2210.16	Deciduous
123	264562.60	9131668.69	527.49	1472.98	110.45	2111.92	Deciduous
124	264662.60	9131668.69	591.93	1373.83	71.07	2013.86	Deciduous
125	264762.60	9131668.69	660.97	1274.82	40.79	1915.99	Deciduous
126	264862.60	9131668.69	737.13	1175.98	9.19	1818.36	Deciduous
127	264962.60	9131668.69	701.24	1077.35	28.23	1721.00	Deciduous
128	265062.60	9131668.69	612.87	979.00	65.65	1623.96	Deciduous
129	265162.60	9131668.69	527.35	881.03	112.61	1527.31	Deciduous
130	265262.60	9131668.69	438.07	783.56	161.89	1431.11	Deciduous
131	265362.60	9131668.69	348.68	686.82	214.35	1335.15	Deciduous
132	265462.60	9131668.69	263.82	591.17	267.10	1239.19	Deciduous
133	265562.60	9131668.69	181.90	497.23	324.88	1143.24	Deciduous
134	265662.60	9131668.69	111.70	406.19	377.72	1047.78	Deciduous
135	265762.60	9131668.69	59.02	320.55	339.04	953.24	Deciduous
136	265862.60	9131668.69	26.31	240.04	293.56	859.95	Deciduous
137	259662.60	9131768.69	47.90	6233.61	684.17	6593.72	Montane
138	259762.60	9131768.69	136.69	6139.07	774.63	6508.94	Montane
139	259862.60	9131768.69	233.20	6044.70	858.38	6424.59	Montane
140	259962.60	9131768.69	329.83	5950.51	789.61	6340.71	Montane
141	260062.60	9131768.69	427.28	5856.51	728.12	6257.29	Montane
142	260162.60	9131768.69	525.69	5762.72	675.90	6174.37	Montane
143	260262.60	9131768.69	577.64	5669.14	635.23	6091.96	Deciduous
144	260362.60	9131768.69	564.28	5575.79	608.43	6009.74	Montane
145	260462.60	9131768.69	520.34	5482.66	597.38	5927.54	Montane
146	260562.60	9131768.69	421.03	5389.79	602.94	5845.72	Montane
147	260662.60	9131768.69	322.16	5297.17	624.67	5764.47	Montane
148	260762.60	9131768.69	224.28	5204.83	660.98	5683.82	Montane
149	260862.60	9131768.69	129.69	5112.77	709.47	5603.79	Montane
150	260962.60	9131768.69	50.05	5021.02	655.63	5524.41	Montane
151	261062.60	9131768.69	7.77	4929.59	601.97	5445.72	Montane
152	261162.60	9131768.69	17.38	4838.50	558.89	5367.73	Deciduous
153	261262.60	9131768.69	70.26	4747.77	493.56	5282.22	Montane
154	261362.60	9131768.69	119.85	4657.41	397.81	5195.29	Montane
155	261462.60	9131768.69	157.11	4567.46	304.27	5108.35	Montane
156	261562.60	9131768.69	98.84	4470.36	213.04	5021.46	Montane
157	261662.60	9131768.69	83.04	4370.57	121.81	4934.96	Deciduous
158	261762.60	9131768.69	125.18	4270.79	30.58	4848.99	Montane
159	261862.60	9131768.69	157.51	4171.01	60.65	4763.56	Deciduous
160	261962.60	9131768.69	84.59	4071.26	151.88	4678.70	Montane
161	262062.60	9131768.69	12.80	3971.51	243.11	4583.03	Montane
162	262362.60	9131768.69	66.76	3672.35	527.51	4283.74	Deciduous
163	262462.60	9131768.69	0.74	3572.66	625.48	4183.99	Montane
164	263962.60	9131768.69	60.16	2080.93	570.54	2690.16	Deciduous
165	264062.60	9131768.69	160.11	1981.93	512.71	2590.83	Deciduous
166	264162.60	9131768.69	242.87	1883.03	427.69	2491.54	Deciduous
167	264262.60	9131768.69	302.02	1784.25	350.67	2392.32	Deciduous
168	264362.60	9131768.69	378.18	1685.62	288.13	2293.17	Deciduous
169	264462.60	9131768.69	455.71	1587.16	243.69	2194.09	Deciduous
170	264562.60	9131768.69	538.68	1488.90	200.78	2095.10	Deciduous
171	264662.60	9131768.69	626.65	1390.89	166.37	1996.21	Deciduous
172	264762.60	9131768.69	717.77	1293.19	136.09	1897.43	Deciduous
173	264862.60	9131768.69	802.33	1195.86	101.93	1798.80	Deciduous
174	264962.60	9131768.69	750.15	1099.02	64.51	1700.32	Deciduous
175	265062.60	9131768.69	661.67	1002.80	23.69	1602.03	Deciduous
176	265162.60	9131768.69	572.26	907.39	25.59	1503.96	Deciduous
177	265262.60	9131768.69	485.45	813.09	76.64	1406.17	Deciduous
178	265362.60	9131768.69	403.09	720.33	129.39	1308.71	Deciduous
179	265462.60	9131768.69	322.01	629.79	185.16	1211.66	Deciduous
180	265562.60	9131768.69	252.26	542.58	240.62	1115.14	Deciduous
181	265662.60	9131768.69	192.51	460.34	291.81	1019.13	Deciduous
182	265762.60	9131768.69	151.26	379.88	327.98	923.18	Deciduous
183	265862.60	9131768.69	109.46	299.41	366.80	827.22	Deciduous
184	265962.60	9131768.69	25.46	214.04	378.20	731.56	Deciduous
185	259462.60	9131868.69	72.31	6455.27	524.78	6816.42	Montane
186	259562.60	9131868.69	82.66	6360.87	607.63	6731.48	Montane
187	259662.60	9131868.69	108.14	6266.65	695.00	6646.95	Montane
188	259762.60	9131868.69	184.91	6172.61	785.39	6562.86	Montane
189	259862.60	9131868.69	270.00	6078.76	782.58	6479.22	Montane
190	259962.60	9131868.69	359.18	5985.11	752.99	6396.05	Montane
191	260062.60	9131868.69	452.90	5891.67	730.18	6313.36	Montane
192	260162.60	9131868.69	548.84	5798.45	705.74	6231.10	Montane
193	260262.60	9131868.69	645.46	5705.45	678.78	6148.88	Deciduous
194	260362.60	9131868.69	636.59	5612.70	650.47	6066.78	Montane
195	260462.60	9131868.69	540.15	5520.20	635.86	5985.19	Montane
196	260562.60	9131868.69	445.29	5427.97	625.98	5904.17	Montane
197	260662.60	9131868.69	353.27	5336.01	623.46	5823.74	Montane
198	260762.60	9131868.69	267.05	5244.35	623.17	5743.92	Montane
199	260862.60	9131868.69	191.33	5153.00	609.88	5664.74	Montane
200	260962.60	9131868.69	124.30	5061.98	571.84	5586.23	Montane
201	261062.60	9131868.69	91.73	4971.31	517.25	5505.51	Montane
202	261162.60	9131868.69	102.30	4876.50	466.89	5418.58	Montane
203	261262.60	9131868.69	156.05	4776.82	432.36	5331.64	Montane
204	261362.60	9131868.69	203.32	4677.15	369.28	5244.72	Montane
205	261462.60	9131868.69	232.02	4577.50	273.40	5158.09	Montane
206	261562.60	9131868.69	195.85	4477.86	177.52	5071.95	Deciduous
207	261662.60	9131868.69	182.04	4378.24	81.63	4977.12	Deciduous
208	261762.60	9131868.69	209.44	4278.64	10.37	4877.21	Montane
209	261862.60	9131868.69	225.97	4179.06	101.60	4777.30	Montane
210	261962.60	9131868.69	153.73	4079.50	192.83	4677.39	Montane
211	262062.60	9131868.69	93.74	3979.95	284.06	4577.49	Montane
212	262162.60	9131868.69	69.10	3880.44	375.29	4477.59	Montane
213	262262.60	9131868.69	74.37	3780.95	466.52	4377.70	Montane
214	262362.60	9131868.69	128.66	3681.48	557.94	4277.81	Montane
215	262462.60	9131868.69	52.50	3582.05	651.35	4177.92	Montane
216	262562.60	9131868.69	17.43	3482.65	746.47	4078.05	Montane
217	263962.60	9131868.69	36.44	2097.01	649.66	2680.71	Montane
218	264062.60	9131868.69	105.19	1998.80	567.54	2581.01	Deciduous
219	264162.60	9131868.69	160.66	1900.78	492.09	2481.33	Deciduous
220	264262.60	9131868.69	239.65	1802.97	426.85	2381.69	Deciduous
221	264362.60	9131868.69	316.13	1705.42	376.93	2282.07	Deciduous
222	264462.60	9131868.69	403.05	1608.17	334.02	2182.49	Deciduous
223	264562.60	9131868.69	494.93	1511.28	292.28	2082.95	Deciduous
224	264662.60	9131868.69	589.46	1414.83	261.68	1983.45	Deciduous
225	264762.60	9131868.69	685.54	1318.90	231.40	1884.01	Deciduous
226	264862.60	9131868.69	782.61	1223.62	194.66	1784.63	Deciduous
227	264962.60	9131868.69	795.86	1129.16	157.24	1685.32	Deciduous
228	265062.60	9131868.69	708.22	1035.74	110.70	1586.10	Deciduous
229	265162.60	9131868.69	624.29	943.68	61.07	1486.99	Deciduous
230	265262.60	9131868.69	542.36	853.39	8.31	1388.00	Deciduous
231	265362.60	9131868.69	462.92	765.53	45.44	1289.17	Deciduous
232	265462.60	9131868.69	392.85	681.03	103.53	1190.53	Deciduous
233	265562.60	9131868.69	330.76	600.18	154.72	1092.14	Deciduous
234	265662.60	9131868.69	282.57	519.72	199.19	994.07	Deciduous
235	265762.60	9131868.69	246.54	437.31	234.38	896.43	Deciduous
236	265862.60	9131868.69	165.15	350.48	277.27	799.38	Deciduous
237	265962.60	9131868.69	77.67	263.66	326.38	703.12	Deciduous
238	266062.60	9131868.69	4.47	176.83	392.57	607.16	Deciduous
239	266362.60	9131868.69	8.27	78.89	342.64	321.48	Deciduous
240	266462.60	9131868.69	13.17	163.30	318.31	232.76	Deciduous
241	266562.60	9131868.69	31.56	247.71	286.22	147.96	Deciduous
242	266662.60	9131868.69	38.06	332.12	218.82	66.69	Deciduous
243	259462.60	9131968.69	155.61	6488.72	471.40	6869.39	Montane
244	259562.60	9131968.69	182.54	6394.82	562.17	6785.10	Montane
245	259662.60	9131968.69	198.35	6301.11	655.63	6701.25	Montane
246	259762.60	9131968.69	248.68	6207.59	735.86	6617.85	Montane
247	259862.60	9131968.69	323.02	6114.27	689.97	6534.91	Montane
248	259962.60	9131968.69	408.46	6021.18	656.22	6452.46	Montane
249	260062.60	9131968.69	493.18	5928.30	632.88	6370.24	Montane
250	260162.60	9131968.69	567.39	5835.66	608.75	6288.03	Montane
251	260262.60	9131968.69	638.61	5743.27	583.99	6206.12	Montane
252	260362.60	9131968.69	668.03	5651.14	553.30	6124.76	Montane
253	260462.60	9131968.69	576.87	5559.28	536.35	6043.95	Montane
254	260562.60	9131968.69	489.18	5467.71	526.47	5963.73	Montane
255	260662.60	9131968.69	407.20	5376.43	523.48	5884.11	Montane
256	260762.60	9131968.69	332.62	5283.59	525.72	5805.12	Montane
257	260862.60	9131968.69	265.02	5184.02	510.30	5726.79	Montane
258	260962.60	9131968.69	210.41	5084.47	490.04	5641.86	Montane
259	261062.60	9131968.69	191.44	4984.94	433.47	5554.93	Montane
260	261162.60	9131968.69	198.19	4885.43	378.97	5468.00	Montane
261	261262.60	9131968.69	239.26	4785.93	337.04	5373.95	Montane
262	261362.60	9131968.69	293.49	4686.46	304.13	5273.97	Montane
263	261462.60	9131968.69	320.90	4587.01	240.54	5173.99	Montane
264	261562.60	9131968.69	292.87	4487.58	149.12	5074.01	Montane
265	261662.60	9131968.69	281.74	4388.18	53.24	4974.03	Montane
266	261762.60	9131968.69	303.07	4288.81	42.65	4874.05	Montane
267	261862.60	9131968.69	294.66	4189.47	138.53	4774.08	Deciduous
268	261962.60	9131968.69	227.98	4090.16	233.79	4674.10	Montane
269	262062.60	9131968.69	186.94	3990.89	325.01	4574.13	Montane
270	262162.60	9131968.69	168.88	3891.65	416.24	4474.15	Montane
271	262262.60	9131968.69	170.30	3792.45	507.47	4374.18	Montane
272	262362.60	9131968.69	191.63	3693.30	598.70	4274.21	Montane
273	262462.60	9131968.69	141.95	3594.19	689.93	4174.24	Montane
274	262562.60	9131968.69	109.30	3495.14	730.38	4074.27	Montane
275	262662.60	9131968.69	27.66	3396.14	672.93	3974.30	Montane
276	262862.60	9131968.69	36.16	3198.32	592.96	3774.38	Montane
277	264062.60	9131968.69	20.07	2020.48	633.51	2575.04	Deciduous
278	264162.60	9131968.69	98.39	1923.57	566.91	2475.13	Deciduous
279	264262.60	9131968.69	179.47	1826.98	511.30	2375.22	Deciduous
280	264362.60	9131968.69	273.35	1730.79	467.25	2275.32	Deciduous
281	264462.60	9131968.69	370.44	1635.05	424.34	2175.43	Deciduous
282	264562.60	9131968.69	468.76	1539.85	387.27	2075.55	Deciduous
283	264662.60	9131968.69	567.66	1445.30	335.41	1975.68	Deciduous
284	264762.60	9131968.69	666.89	1351.54	296.76	1875.82	Deciduous
285	264862.60	9131968.69	766.32	1258.73	287.40	1775.99	Deciduous
286	264962.60	9131968.69	845.97	1167.12	246.99	1676.17	Deciduous
287	265062.60	9131968.69	763.55	1077.00	197.72	1576.37	Deciduous
288	265162.60	9131968.69	681.80	988.78	146.02	1476.60	Deciduous
289	265262.60	9131968.69	604.06	903.02	93.26	1376.87	Deciduous
290	265362.60	9131968.69	533.79	820.49	35.35	1277.18	Deciduous
291	265462.60	9131968.69	470.90	740.02	17.63	1177.54	Deciduous
292	265562.60	9131968.69	416.02	659.56	68.81	1077.96	Deciduous
293	265662.60	9131968.69	373.47	573.74	105.59	978.47	Deciduous
294	265762.60	9131968.69	301.05	486.92	143.20	879.10	Deciduous
295	265862.60	9131968.69	212.30	400.10	187.97	779.89	Deciduous
296	265962.60	9131968.69	136.95	313.27	251.18	680.91	Deciduous
297	266062.60	9131968.69	79.03	227.96	320.25	582.28	Deciduous
298	266162.60	9131968.69	57.81	143.55	395.22	484.21	Deciduous
299	266262.60	9131968.69	64.97	59.14	316.41	387.14	Deciduous
300	266362.60	9131968.69	87.88	25.27	253.05	291.14	Deciduous
301	266462.60	9131968.69	111.23	109.68	218.97	195.18	Deciduous
302	266562.60	9131968.69	129.95	194.12	222.59	99.22	Deciduous
303	266662.60	9131968.69	138.03	281.30	145.98	10.16	Deciduous
304	259462.60	9132068.69	78.48	6523.54	434.80	6923.39	Deciduous
305	259562.60	9132068.69	137.79	6430.14	531.85	6839.77	Montane
306	259662.60	9132068.69	187.17	6336.95	629.83	6756.60	Montane
307	259762.60	9132068.69	240.99	6243.97	652.01	6673.89	Montane
308	259862.60	9132068.69	297.01	6151.21	599.74	6591.60	Montane
309	259962.60	9132068.69	363.06	6058.68	560.58	6509.38	Montane
310	260062.60	9132068.69	426.23	5966.39	535.49	6427.24	Montane
311	260162.60	9132068.69	497.56	5874.35	511.79	6345.56	Montane
312	260262.60	9132068.69	575.06	5782.58	488.58	6264.41	Montane
313	260362.60	9132068.69	651.03	5691.08	457.36	6183.81	Montane
314	260462.60	9132068.69	627.53	5591.98	436.84	6103.79	Montane
315	260562.60	9132068.69	548.00	5492.54	426.96	6024.36	Montane
316	260662.60	9132068.69	473.91	5393.12	423.50	5945.55	Montane
317	260762.60	9132068.69	405.74	5293.72	426.24	5865.15	Montane
318	260862.60	9132068.69	345.47	5194.35	410.71	5772.95	Montane
319	260962.60	9132068.69	305.10	5095.00	402.88	5672.95	Montane
320	261062.60	9132068.69	291.34	4995.68	350.00	5572.95	Montane
321	261162.60	9132068.69	296.80	4896.38	295.09	5472.95	Montane
322	261262.60	9132068.69	325.79	4797.11	243.38	5372.95	Montane
323	261362.60	9132068.69	377.93	4697.88	211.49	5272.95	Montane
324	261462.60	9132068.69	414.88	4598.67	169.06	5172.95	Montane
325	261562.60	9132068.69	390.07	4499.51	103.66	5072.95	Montane
326	261662.60	9132068.69	381.60	4400.38	17.00	4972.95	Montane
327	261762.60	9132068.69	398.85	4301.29	71.53	4872.95	Montane
328	261862.60	9132068.69	367.50	4202.24	166.93	4772.95	Montane
329	261962.60	9132068.69	316.56	4103.24	262.66	4672.95	Montane
330	262062.60	9132068.69	281.43	4004.29	343.38	4572.95	Montane
331	262162.60	9132068.69	268.66	3905.40	426.02	4472.95	Montane
332	262262.60	9132068.69	268.33	3806.56	503.80	4372.95	Montane
333	262362.60	9132068.69	276.11	3707.78	578.23	4272.95	Montane
334	262462.60	9132068.69	235.79	3609.07	650.77	4172.95	Montane
335	262562.60	9132068.69	158.14	3510.43	654.90	4072.95	Montane
336	262662.60	9132068.69	80.02	3411.88	590.14	3972.95	Montane
337	262762.60	9132068.69	60.25	3313.41	536.33	3872.95	Montane
338	262862.60	9132068.69	112.02	3215.03	497.02	3772.95	Montane
339	262962.60	9132068.69	32.90	3116.76	475.82	3672.95	Montane
340	263162.60	9132068.69	23.23	2920.56	492.13	3472.95	Montane
341	263262.60	9132068.69	8.94	2822.67	515.52	3372.95	Montane
342	264062.60	9132068.69	7.14	2046.83	643.34	2572.95	Deciduous
343	264162.60	9132068.69	66.94	1951.22	648.55	2472.95	Deciduous
344	264262.60	9132068.69	164.28	1856.08	600.49	2372.95	Deciduous
345	264362.60	9132068.69	263.62	1761.47	508.16	2272.95	Deciduous
346	264462.60	9132068.69	363.32	1667.49	416.89	2172.95	Deciduous
347	264562.60	9132068.69	463.15	1574.26	330.70	2072.95	Deciduous
348	264662.60	9132068.69	563.04	1481.91	254.81	1972.95	Deciduous
349	264762.60	9132068.69	662.96	1390.61	201.23	1872.95	Deciduous
350	264862.60	9132068.69	762.91	1300.60	189.19	1772.95	Deciduous
351	264962.60	9132068.69	862.86	1212.16	206.05	1672.95	Deciduous
352	265062.60	9132068.69	821.86	1125.65	219.85	1572.95	Deciduous
353	265162.60	9132068.69	745.31	1041.56	225.82	1472.95	Deciduous
354	265262.60	9132068.69	674.93	960.32	175.08	1372.95	Deciduous
355	265362.60	9132068.69	611.46	879.86	119.47	1272.95	Deciduous
356	265462.60	9132068.69	552.65	797.01	68.28	1172.95	Deciduous
357	265562.60	9132068.69	506.11	710.18	23.21	1072.95	Deciduous
358	265662.60	9132068.69	435.22	623.36	11.98	972.96	Deciduous
359	265762.60	9132068.69	351.86	536.53	53.66	872.96	Deciduous
360	265862.60	9132068.69	278.37	450.40	109.80	772.96	Deciduous
361	265962.60	9132068.69	212.24	365.99	178.87	672.96	Deciduous
362	266062.60	9132068.69	174.47	281.58	254.76	572.96	Deciduous
363	266162.60	9132068.69	157.62	197.17	325.41	472.96	Deciduous
364	266262.60	9132068.69	164.08	112.76	258.35	372.97	Deciduous
365	266362.60	9132068.69	184.03	28.35	175.11	272.97	Deciduous
366	266462.60	9132068.69	209.29	57.92	120.74	172.99	Deciduous
367	266562.60	9132068.69	228.33	145.27	127.19	73.05	Deciduous
368	259562.60	9132168.69	52.77	6466.82	519.33	6895.45	Deciduous
369	259662.60	9132168.69	101.94	6374.16	619.29	6812.96	Montane
370	259762.60	9132168.69	156.43	6281.73	573.37	6730.74	Montane
371	259862.60	9132168.69	222.21	6189.54	513.14	6648.52	Montane
372	259962.60	9132168.69	285.33	6097.59	466.78	6566.55	Montane
373	260062.60	9132168.69	356.78	6000.53	438.10	6485.08	Montane
374	260162.60	9132168.69	434.45	5901.20	414.83	6404.14	Montane
375	260262.60	9132168.69	509.99	5801.89	391.01	6323.74	Montane
376	260362.60	9132168.69	589.89	5702.60	362.55	6243.90	Montane
377	260462.60	9132168.69	675.17	5603.34	337.44	6164.66	Montane
378	260562.60	9132168.69	615.23	5504.10	327.45	6073.71	Montane
379	260662.60	9132168.69	546.47	5404.90	323.51	5973.72	Montane
380	260762.60	9132168.69	484.18	5305.72	326.65	5873.73	Montane
381	260862.60	9132168.69	433.78	5206.58	311.13	5773.75	Montane
382	260962.60	9132168.69	402.36	5107.46	302.89	5673.76	Montane
383	261062.60	9132168.69	391.29	5008.39	274.82	5573.78	Montane
384	261162.60	9132168.69	396.11	4909.35	211.31	5473.79	Montane
385	261262.60	9132168.69	418.27	4810.35	156.72	5373.81	Montane
386	261362.60	9132168.69	461.52	4711.39	116.17	5273.82	Montane
387	261462.60	9132168.69	511.15	4612.48	80.97	5173.84	Montane
388	261562.60	9132168.69	488.26	4513.62	28.01	5073.86	Montane
389	261662.60	9132168.69	481.52	4414.80	20.24	4973.88	Montane
390	261762.60	9132168.69	495.31	4316.04	42.50	4873.90	Montane
391	261862.60	9132168.69	450.87	4217.35	122.89	4773.92	Montane
392	261962.60	9132168.69	409.59	4118.71	204.40	4673.94	Montane
