ID	x	y	edge	border	river	road	habitat
11076	265262.60	9145868.69	802.85	4578.33	1392.35	6105.54	Montane
11077	265362.60	9145868.69	895.16	4482.56	1398.96	6007.83	Montane
11078	265462.60	9145868.69	988.97	4386.98	1409.86	5910.20	Montane
11079	265562.60	9145868.69	1083.89	4291.61	1427.70	5812.64	Montane
11080	265662.60	9145868.69	1179.65	4196.44	1451.75	5715.18	Montane
11081	265762.60	9145868.69	1276.06	4101.51	1477.05	5617.80	Montane
11082	265862.60	9145868.69	1372.98	4006.82	1505.43	5520.52	Montane
11083	265962.60	9145868.69	1470.31	3912.40	1539.78	5423.33	Montane
11084	266062.60	9145868.69	1567.98	3818.27	1579.73	5326.25	Montane
11085	266162.60	9145868.69	1665.93	3724.43	1624.86	5229.28	Montane
11086	266262.60	9145868.69	1677.65	3630.93	1674.75	5132.43	Montane
11087	266362.60	9145868.69	1587.71	3537.79	1729.00	5035.69	Montane
11088	266462.60	9145868.69	1499.05	3445.02	1787.19	4939.09	Montane
11089	266562.60	9145868.69	1411.90	3352.68	1848.97	4842.63	Montane
11090	266662.60	9145868.69	1326.07	3260.78	1913.97	4744.17	Montane
11091	266762.60	9145868.69	1240.47	3169.38	1981.90	4644.91	Montane
11092	266862.60	9145868.69	1156.72	3078.51	2052.45	4545.69	Montane
11093	266962.60	9145868.69	1075.76	2988.22	2125.36	4446.51	Montane
11094	267062.60	9145868.69	998.25	2898.57	2200.41	4347.36	Montane
11095	267162.60	9145868.69	925.06	2809.62	2277.37	4248.25	Montane
11096	267262.60	9145868.69	857.31	2721.44	2356.06	4149.18	Montane
11097	267362.60	9145868.69	796.38	2634.10	2436.32	4050.16	Montane
11098	267462.60	9145868.69	743.96	2547.69	2517.98	3951.19	Montane
11099	267562.60	9145868.69	701.84	2462.32	2600.12	3852.27	Montane
11100	267662.60	9145868.69	634.63	2378.08	2682.72	3753.41	Montane
11101	267762.60	9145868.69	540.45	2295.11	2632.36	3654.61	Montane
11102	267862.60	9145868.69	445.45	2213.54	2534.12	3555.87	Montane
11103	267962.60	9145868.69	350.28	2133.55	2436.03	3457.21	Montane
11104	268062.60	9145868.69	255.75	2055.30	2338.10	3358.63	Montane
11105	268162.60	9145868.69	167.22	1979.02	2240.35	3260.14	Montane
11106	268262.60	9145868.69	102.53	1904.94	2142.81	3161.74	Montane
11107	268362.60	9145868.69	81.25	1833.32	2045.50	3063.44	Montane
11108	268462.60	9145868.69	62.53	1764.46	1948.47	2965.26	Deciduous
11109	268562.60	9145868.69	7.27	1698.69	1851.76	2867.21	Deciduous
11110	269662.60	9145868.69	70.29	1295.86	840.28	1802.74	Deciduous
11111	269762.60	9145868.69	168.96	1285.57	760.61	1708.21	Deciduous
11112	269862.60	9145868.69	268.61	1275.28	686.29	1614.33	Deciduous
11113	269962.60	9145868.69	368.45	1265.00	619.24	1521.24	Deciduous
11114	270062.60	9145868.69	468.34	1235.80	562.06	1429.07	Deciduous
11115	270162.60	9145868.69	549.02	1136.65	496.55	1338.04	Deciduous
11116	270262.60	9145868.69	593.47	1037.66	396.58	1248.37	Deciduous
11117	270362.60	9145868.69	650.16	938.89	296.62	1160.40	Deciduous
11118	270462.60	9145868.69	716.38	840.41	196.71	1074.53	Deciduous
11119	270562.60	9145868.69	787.85	742.34	96.98	991.32	Deciduous
11120	270662.60	9145868.69	860.64	644.86	1.43	911.49	Deciduous
11121	270762.60	9145868.69	839.52	548.28	84.85	835.62	Deciduous
11122	270862.60	9145868.69	826.31	453.20	114.61	760.68	Deciduous
11123	270962.60	9145868.69	791.50	360.78	136.13	685.73	Deciduous
11124	271062.60	9145868.69	768.20	273.61	179.51	607.75	Deciduous
11125	271162.60	9145868.69	716.03	189.20	230.21	524.07	Deciduous
11126	271262.60	9145868.69	635.32	104.80	297.05	440.39	Deciduous
11127	271362.60	9145868.69	554.96	20.40	364.34	356.71	Deciduous
11128	264062.60	9145968.69	25.75	5762.36	575.95	7256.22	Montane
11129	264162.60	9145968.69	91.67	5665.43	674.95	7166.16	Montane
11130	264262.60	9145968.69	97.05	5568.60	774.21	7076.36	Montane
11131	264362.60	9145968.69	106.95	5471.89	823.19	6986.85	Montane
11132	264462.60	9145968.69	120.79	5375.30	871.91	6897.62	Montane
11133	264562.60	9145968.69	175.37	5278.84	928.88	6808.69	Montane
11134	264662.60	9145968.69	244.55	5182.51	992.68	6713.19	Montane
11135	264762.60	9145968.69	323.27	5086.32	1062.08	6615.38	Montane
11136	264862.60	9145968.69	402.99	4990.28	1136.04	6517.65	Montane
11137	264962.60	9145968.69	489.03	4894.40	1213.75	6419.98	Montane
11138	265062.60	9145968.69	579.57	4798.69	1294.52	6322.38	Montane
11139	265162.60	9145968.69	672.79	4703.15	1377.81	6224.87	Montane
11140	265262.60	9145968.69	767.72	4607.81	1463.20	6127.43	Montane
11141	265362.60	9145968.69	863.80	4512.67	1498.69	6030.08	Montane
11142	265462.60	9145968.69	960.68	4417.74	1508.88	5932.81	Montane
11143	265562.60	9145968.69	1058.13	4323.04	1525.57	5835.64	Montane
11144	265662.60	9145968.69	1156.03	4228.58	1548.50	5738.56	Montane
11145	265762.60	9145968.69	1254.25	4134.39	1573.80	5641.59	Montane
11146	265862.60	9145968.69	1352.74	4040.47	1600.67	5544.72	Montane
11147	265962.60	9145968.69	1451.43	3946.86	1633.02	5447.97	Montane
11148	266062.60	9145968.69	1550.29	3853.56	1670.74	5351.33	Montane
11149	266162.60	9145968.69	1649.29	3760.61	1713.48	5252.72	Montane
11150	266262.60	9145968.69	1629.54	3668.03	1760.86	5153.56	Montane
11151	266362.60	9145968.69	1545.17	3575.85	1812.53	5054.43	Montane
11152	266462.60	9145968.69	1454.12	3484.10	1868.12	4955.34	Montane
11153	266562.60	9145968.69	1364.11	3392.82	1927.30	4856.28	Montane
11154	266662.60	9145968.69	1275.58	3302.04	1989.76	4757.26	Montane
11155	266762.60	9145968.69	1188.87	3211.81	2055.18	4658.29	Montane
11156	266862.60	9145968.69	1103.12	3122.18	2123.29	4559.36	Montane
11157	266962.60	9145968.69	1018.02	3033.19	2193.85	4460.48	Montane
11158	267062.60	9145968.69	935.74	2944.91	2266.63	4361.64	Montane
11159	267162.60	9145968.69	857.23	2857.40	2341.42	4262.87	Montane
11160	267262.60	9145968.69	783.64	2770.74	2418.03	4164.15	Montane
11161	267362.60	9145968.69	716.48	2685.01	2496.29	4065.49	Montane
11162	267462.60	9145968.69	657.71	2600.29	2576.06	3966.90	Montane
11163	267562.60	9145968.69	609.77	2516.70	2657.20	3868.38	Montane
11164	267662.60	9145968.69	571.50	2434.35	2714.83	3769.94	Montane
11165	267762.60	9145968.69	508.10	2353.36	2615.87	3671.59	Montane
11166	267862.60	9145968.69	412.67	2273.89	2516.98	3573.33	Montane
11167	267962.60	9145968.69	318.47	2196.09	2418.20	3475.16	Montane
11168	268062.60	9145968.69	224.30	2120.16	2319.51	3377.11	Montane
11169	268162.60	9145968.69	129.24	2046.29	2220.94	3279.17	Montane
11170	268262.60	9145968.69	34.07	1974.73	2122.51	3181.36	Deciduous
11171	269662.60	9145968.69	57.85	1395.33	787.08	1836.93	Deciduous
11172	269762.60	9145968.69	154.61	1385.04	701.40	1744.25	Deciduous
11173	269862.60	9145968.69	251.51	1374.75	620.02	1652.42	Deciduous
11174	269962.60	9145968.69	347.26	1350.29	544.87	1561.60	Deciduous
11175	270062.60	9145968.69	417.55	1252.22	478.90	1471.97	Deciduous
11176	270162.60	9145968.69	457.81	1154.48	426.38	1383.75	Deciduous
11177	270262.60	9145968.69	509.99	1057.17	392.76	1297.25	Deciduous
11178	270362.60	9145968.69	574.97	960.40	312.56	1212.83	Deciduous
11179	270462.60	9145968.69	646.59	864.38	214.62	1130.95	Deciduous
11180	270562.60	9145968.69	724.11	769.37	116.67	1052.21	Deciduous
11181	270662.60	9145968.69	806.59	675.80	18.72	976.77	Deciduous
11182	270762.60	9145968.69	885.05	584.36	80.35	901.83	Deciduous
11183	270862.60	9145968.69	918.78	496.24	180.33	826.89	Deciduous
11184	270962.60	9145968.69	887.60	411.64	231.86	746.18	Deciduous
11185	271062.60	9145968.69	855.77	327.24	269.46	662.50	Deciduous
11186	271162.60	9145968.69	775.19	242.84	313.41	578.82	Deciduous
11187	271262.60	9145968.69	694.84	158.43	371.30	495.13	Deciduous
11188	271362.60	9145968.69	616.02	74.03	438.28	411.45	Deciduous
11189	264462.60	9146068.69	34.36	5402.28	788.96	6929.78	Montane
11190	264562.60	9146068.69	104.14	5306.31	851.50	6832.15	Montane
11191	264662.60	9146068.69	182.89	5210.48	920.67	6734.59	Montane
11192	264762.60	9146068.69	265.48	5114.82	995.11	6637.10	Montane
11193	264862.60	9146068.69	356.69	5019.33	1073.70	6539.69	Montane
11194	264962.60	9146068.69	451.64	4924.01	1155.60	6442.36	Montane
11195	265062.60	9146068.69	548.39	4828.89	1240.17	6345.11	Montane
11196	265162.60	9146068.69	646.12	4733.97	1326.88	6247.94	Montane
11197	265262.60	9146068.69	744.46	4639.25	1415.34	6150.87	Montane
11198	265362.60	9146068.69	843.19	4544.77	1505.25	6053.89	Montane
11199	265462.60	9146068.69	942.19	4450.53	1596.36	5957.02	Montane
11200	265562.60	9146068.69	1041.38	4356.54	1623.70	5860.25	Montane
11201	265662.60	9146068.69	1140.71	4262.83	1645.30	5761.52	Montane
11202	265762.60	9146068.69	1240.15	4169.41	1670.55	5662.43	Montane
11203	265862.60	9146068.69	1339.67	4076.30	1696.46	5563.39	Montane
11204	265962.60	9146068.69	1439.26	3983.53	1727.02	5464.37	Montane
11205	266062.60	9146068.69	1538.90	3891.11	1762.73	5365.39	Montane
11206	266162.60	9146068.69	1590.45	3799.08	1803.29	5266.45	Montane
11207	266262.60	9146068.69	1540.73	3707.46	1848.37	5167.56	Montane
11208	266362.60	9146068.69	1496.06	3616.28	1897.65	5068.70	Montane
11209	266462.60	9146068.69	1412.87	3525.59	1950.82	4969.89	Montane
11210	266562.60	9146068.69	1321.73	3435.41	2007.57	4871.13	Montane
11211	266662.60	9146068.69	1230.62	3345.78	2067.60	4772.42	Montane
11212	266762.60	9146068.69	1140.50	3256.77	2130.63	4673.77	Montane
11213	266862.60	9146068.69	1052.17	3168.40	2196.41	4575.17	Montane
11214	266962.60	9146068.69	965.93	3080.75	2264.69	4476.64	Montane
11215	267062.60	9146068.69	880.18	2993.88	2335.26	4378.17	Montane
11216	267162.60	9146068.69	796.21	2907.84	2407.92	4279.77	Montane
11217	267262.60	9146068.69	716.38	2822.73	2482.48	4181.45	Montane
11218	267362.60	9146068.69	642.22	2738.62	2558.77	4083.21	Montane
11219	267462.60	9146068.69	575.93	2655.62	2636.65	3985.06	Montane
11220	267562.60	9146068.69	520.51	2573.82	2715.98	3887.01	Montane
11221	267662.60	9146068.69	478.89	2493.36	2702.54	3789.05	Montane
11222	267762.60	9146068.69	444.32	2414.35	2603.11	3691.21	Montane
11223	267862.60	9146068.69	383.59	2336.95	2503.73	3593.48	Montane
11224	267962.60	9146068.69	287.80	2261.33	2404.39	3495.88	Montane
11225	268062.60	9146068.69	192.02	2187.66	2305.12	3398.42	Montane
11226	268162.60	9146068.69	96.49	2116.15	2205.91	3301.12	Deciduous
11227	268262.60	9146068.69	2.31	2047.04	2106.77	3203.98	Deciduous
11228	269662.60	9146068.69	31.47	1494.80	743.59	1875.83	Deciduous
11229	269762.60	9146068.69	124.54	1484.51	652.22	1785.17	Deciduous
11230	269862.60	9146068.69	212.77	1469.48	563.78	1695.56	Deciduous
11231	269962.60	9146068.69	283.08	1372.64	479.91	1607.18	Deciduous
11232	270062.60	9146068.69	325.76	1276.29	403.45	1520.24	Deciduous
11233	270162.60	9146068.69	370.77	1180.54	339.46	1434.99	Deciduous
11234	270262.60	9146068.69	433.55	1085.57	296.13	1351.78	Deciduous
11235	270362.60	9146068.69	505.44	991.58	263.60	1270.98	Deciduous
11236	270462.60	9146068.69	584.57	898.89	178.12	1193.10	Deciduous
11237	270562.60	9146068.69	666.24	807.95	98.69	1117.92	Deciduous
11238	270662.60	9146068.69	745.32	719.42	9.72	1042.98	Deciduous
11239	270762.60	9146068.69	828.93	634.07	89.76	968.04	Deciduous
11240	270862.60	9146068.69	915.84	549.67	189.24	884.61	Deciduous
11241	270962.60	9146068.69	984.48	465.27	288.72	800.93	Deciduous
11242	271062.60	9146068.69	915.07	380.87	359.47	717.25	Deciduous
11243	271162.60	9146068.69	834.73	296.47	403.10	633.56	Deciduous
11244	271262.60	9146068.69	757.10	212.63	450.66	549.88	Deciduous
11245	271362.60	9146068.69	683.02	144.73	512.54	467.05	Deciduous
11246	264562.60	9146168.69	42.51	5335.51	779.28	6854.64	Montane
11247	264662.60	9146168.69	136.22	5240.22	854.33	6757.40	Montane
11248	264762.60	9146168.69	235.17	5145.11	934.06	6660.25	Montane
11249	264862.60	9146168.69	334.75	5050.19	1017.38	6563.18	Montane
11250	264962.60	9146168.69	434.52	4955.47	1103.47	6466.20	Montane
11251	265062.60	9146168.69	534.37	4860.96	1191.74	6369.32	Montane
11252	265162.60	9146168.69	634.28	4766.68	1281.73	6270.49	Montane
11253	265262.60	9146168.69	734.20	4672.63	1373.11	6171.48	Montane
11254	265362.60	9146168.69	834.15	4578.83	1465.61	6072.50	Montane
11255	265462.60	9146168.69	934.11	4485.31	1559.04	5973.55	Montane
11256	265562.60	9146168.69	1034.07	4392.07	1653.24	5874.64	Montane
11257	265662.60	9146168.69	1134.04	4299.13	1742.42	5775.77	Montane
11258	265762.60	9146168.69	1234.02	4206.51	1767.29	5676.94	Montane
11259	265862.60	9146168.69	1334.00	4114.24	1792.71	5578.14	Montane
11260	265962.60	9146168.69	1433.98	4022.35	1821.65	5479.40	Montane
11261	266062.60	9146168.69	1533.97	3930.84	1855.55	5380.69	Montane
11262	266162.60	9146168.69	1505.98	3839.76	1894.11	5282.04	Montane
11263	266262.60	9146168.69	1453.38	3749.14	1937.08	5183.44	Montane
11264	266362.60	9146168.69	1405.93	3659.00	1984.17	5084.89	Montane
11265	266462.60	9146168.69	1364.17	3569.39	2035.08	4986.41	Montane
11266	266562.60	9146168.69	1281.35	3480.34	2089.54	4887.98	Montane
11267	266662.60	9146168.69	1189.44	3391.91	2147.27	4789.62	Montane
11268	266762.60	9146168.69	1098.30	3304.14	2208.03	4691.32	Montane
11269	266862.60	9146168.69	1007.16	3217.07	2271.57	4593.10	Montane
11270	266962.60	9146168.69	916.90	3130.79	2337.66	4494.96	Montane
11271	267062.60	9146168.69	828.86	3045.34	2406.09	4396.91	Montane
11272	267162.60	9146168.69	742.98	2960.80	2476.67	4298.94	Montane
11273	267262.60	9146168.69	657.50	2877.25	2549.22	4201.07	Montane
11274	267362.60	9146168.69	575.81	2794.79	2623.58	4103.30	Montane
11275	267462.60	9146168.69	500.80	2713.50	2699.59	4005.64	Montane
11276	267562.60	9146168.69	435.94	2633.51	2777.12	3908.10	Montane
11277	267662.60	9146168.69	386.38	2554.92	2693.91	3810.69	Montane
11278	267762.60	9146168.69	348.88	2477.88	2594.15	3713.41	Montane
11279	267862.60	9146168.69	328.50	2402.53	2494.41	3616.29	Montane
11280	267962.60	9146168.69	255.30	2329.03	2394.69	3519.32	Montane
11281	268062.60	9146168.69	161.78	2257.57	2294.99	3422.53	Montane
11282	268162.60	9146168.69	67.50	2188.35	2195.33	3325.93	Deciduous
11283	269762.60	9146168.69	74.14	1583.98	615.49	1830.65	Deciduous
11284	269862.60	9146168.69	141.66	1496.74	520.85	1743.38	Deciduous
11285	269962.60	9146168.69	194.29	1401.78	428.65	1657.54	Deciduous
11286	270062.60	9146168.69	234.21	1307.58	340.89	1573.39	Deciduous
11287	270162.60	9146168.69	292.15	1214.31	262.04	1491.19	Deciduous
11288	270262.60	9146168.69	364.49	1122.19	202.79	1411.29	Deciduous
11289	270362.60	9146168.69	446.21	1031.55	182.49	1334.10	Deciduous
11290	270462.60	9146168.69	525.42	942.80	138.22	1259.07	Deciduous
11291	270562.60	9146168.69	606.38	856.53	40.47	1184.13	Deciduous
11292	270662.60	9146168.69	692.33	772.11	41.49	1106.72	Deciduous
11293	270762.60	9146168.69	781.64	687.71	120.92	1023.04	Deciduous
11294	270862.60	9146168.69	873.26	603.30	207.72	939.36	Deciduous
11295	270962.60	9146168.69	965.78	518.90	302.72	855.68	Deciduous
11296	271062.60	9146168.69	974.93	434.50	400.16	771.99	Deciduous
11297	271162.60	9146168.69	898.29	353.14	493.05	688.32	Deciduous
11298	271262.60	9146168.69	822.02	283.86	529.65	606.59	Deciduous
11299	271362.60	9146168.69	739.49	227.95	500.23	525.34	Deciduous
11300	264562.60	9146268.69	36.69	5366.42	713.80	6878.51	Montane
11301	264662.60	9146268.69	136.61	5271.69	795.05	6779.60	Montane
11302	264762.60	9146268.69	236.53	5177.16	880.17	6680.65	Montane
11303	264862.60	9146268.69	336.45	5082.84	968.14	6581.73	Montane
11304	264962.60	9146268.69	436.37	4988.74	1058.24	6482.85	Montane
11305	265062.60	9146268.69	536.29	4894.87	1149.99	6383.99	Montane
11306	265162.60	9146268.69	636.21	4801.25	1243.01	6285.18	Montane
11307	265262.60	9146268.69	736.13	4707.89	1337.03	6186.40	Montane
11308	265362.60	9146268.69	836.05	4614.81	1431.87	6087.66	Montane
11309	265462.60	9146268.69	935.97	4522.03	1527.36	5988.97	Montane
11310	265562.60	9146268.69	1035.89	4429.56	1623.40	5890.32	Montane
11311	265662.60	9146268.69	1135.81	4337.43	1719.89	5791.71	Montane
11312	265762.60	9146268.69	1235.73	4245.65	1816.76	5693.16	Montane
11313	265862.60	9146268.69	1335.65	4154.25	1889.34	5594.65	Montane
11314	265962.60	9146268.69	1435.57	4063.26	1916.83	5496.20	Montane
11315	266062.60	9146268.69	1483.95	3972.70	1949.07	5397.81	Montane
11316	266162.60	9146268.69	1423.53	3882.60	1985.83	5299.47	Montane
11317	266262.60	9146268.69	1367.76	3793.00	2026.85	5201.20	Montane
11318	266362.60	9146268.69	1317.23	3703.93	2071.89	5103.00	Montane
11319	266462.60	9146268.69	1272.57	3615.43	2120.70	5004.86	Montane
11320	266562.60	9146268.69	1234.41	3527.55	2173.01	4906.81	Montane
11321	266662.60	9146268.69	1152.16	3440.33	2228.59	4808.83	Montane
11322	266762.60	9146268.69	1058.48	3353.82	2287.19	4710.94	Montane
11323	266862.60	9146268.69	966.08	3268.08	2348.59	4613.14	Montane
11324	266962.60	9146268.69	874.87	3183.18	2412.57	4515.43	Montane
11325	267062.60	9146268.69	783.73	3099.17	2478.93	4417.83	Montane
11326	267162.60	9146268.69	693.29	3016.14	2547.50	4320.34	Montane
11327	267262.60	9146268.69	605.78	2934.17	2618.08	4222.96	Montane
11328	267362.60	9146268.69	520.03	2853.35	2690.53	4125.71	Montane
11329	267462.60	9146268.69	435.78	2773.79	2764.71	4028.60	Montane
11330	267562.60	9146268.69	359.38	2695.58	2788.93	3931.63	Montane
11331	267662.60	9146268.69	297.31	2618.86	2688.97	3834.81	Montane
11332	267762.60	9146268.69	255.94	2543.75	2589.02	3738.16	Montane
11333	267862.60	9146268.69	229.07	2470.41	2489.08	3641.70	Montane
11334	267962.60	9146268.69	191.66	2398.99	2389.13	3545.43	Montane
11335	268062.60	9146268.69	118.71	2329.68	2289.20	3449.37	Montane
11336	268162.60	9146268.69	31.93	2262.67	2189.27	3353.54	Deciduous
11337	269862.60	9146268.69	64.33	1530.06	494.68	1795.49	Deciduous
11338	269962.60	9146268.69	102.50	1437.31	396.45	1712.27	Deciduous
11339	270062.60	9146268.69	150.78	1345.60	299.39	1630.94	Deciduous
11340	270162.60	9146268.69	224.13	1255.15	205.17	1551.80	Deciduous
11341	270262.60	9146268.69	310.00	1166.27	120.64	1475.18	Deciduous
11342	270362.60	9146268.69	385.05	1079.33	82.52	1400.23	Deciduous
11343	270462.60	9146268.69	468.93	994.54	76.93	1325.28	Deciduous
11344	270562.60	9146268.69	558.14	910.14	20.03	1245.15	Deciduous
11345	270662.60	9146268.69	650.27	825.74	77.90	1161.47	Deciduous
11346	270762.60	9146268.69	742.79	741.34	175.82	1077.79	Deciduous
11347	270862.60	9146268.69	835.31	656.94	261.10	994.11	Deciduous
11348	270962.60	9146268.69	928.36	573.01	342.45	910.42	Deciduous
11349	271062.60	9146268.69	977.31	494.18	431.00	827.39	Deciduous
11350	271162.60	9146268.69	961.02	424.35	475.28	746.14	Deciduous
11351	271262.60	9146268.69	878.88	366.62	437.63	664.89	Deciduous
11352	271362.60	9146268.69	800.24	311.17	402.83	583.64	Deciduous
11353	264562.60	9146368.69	74.82	5399.00	657.07	6893.43	Deciduous
11354	264662.60	9146368.69	164.84	5304.86	744.54	6794.66	Montane
11355	264762.60	9146368.69	255.43	5210.93	834.82	6695.93	Montane
11356	264862.60	9146368.69	350.18	5117.23	927.10	6597.24	Montane
11357	264962.60	9146368.69	447.22	5023.77	1020.84	6498.59	Montane
11358	265062.60	9146368.69	545.33	4930.57	1115.66	6399.99	Montane
11359	265162.60	9146368.69	644.02	4837.64	1211.32	6301.42	Montane
11360	265262.60	9146368.69	743.06	4745.00	1307.63	6202.90	Montane
11361	265362.60	9146368.69	842.33	4652.67	1404.45	6104.43	Montane
11362	265462.60	9146368.69	941.75	4560.65	1501.69	6006.01	Montane
11363	265562.60	9146368.69	1041.28	4468.98	1599.27	5907.65	Montane
11364	265662.60	9146368.69	1140.90	4377.68	1697.13	5809.33	Montane
11365	265762.60	9146368.69	1240.58	4286.76	1795.23	5711.08	Montane
11366	265862.60	9146368.69	1340.30	4196.26	1893.52	5612.89	Montane
11367	265962.60	9146368.69	1440.07	4106.19	1991.99	5514.77	Montane
11368	266062.60	9146368.69	1407.33	4016.60	2043.21	5416.71	Montane
11369	266162.60	9146368.69	1343.47	3927.51	2078.30	5318.72	Montane
11370	266262.60	9146368.69	1284.23	3838.96	2117.53	5220.82	Montane
11371	266362.60	9146368.69	1230.27	3750.98	2160.69	5122.99	Montane
11372	266462.60	9146368.69	1182.32	3663.62	2207.53	5025.25	Montane
11373	266562.60	9146368.69	1141.15	3576.92	2257.84	4927.60	Montane
11374	266662.60	9146368.69	1107.50	3490.94	2311.37	4830.04	Montane
11375	266762.60	9146368.69	1026.20	3405.71	2367.93	4732.59	Montane
11376	266862.60	9146368.69	930.60	3321.32	2427.28	4635.24	Montane
11377	266962.60	9146368.69	836.02	3237.81	2489.24	4538.01	Montane
11378	267062.60	9146368.69	742.87	3155.26	2553.61	4440.91	Montane
11379	267162.60	9146368.69	651.43	3073.75	2620.22	4343.93	Montane
11380	267262.60	9146368.69	560.30	2993.35	2688.90	4247.10	Montane
11381	267362.60	9146368.69	469.69	2914.18	2759.49	4150.41	Montane
11382	267462.60	9146368.69	382.83	2836.31	2831.86	4053.89	Montane
11383	267562.60	9146368.69	297.09	2759.88	2787.75	3957.54	Montane
11384	267662.60	9146368.69	217.96	2684.99	2687.75	3861.37	Montane
11385	267762.60	9146368.69	163.33	2611.79	2587.75	3765.41	Montane
11386	267862.60	9146368.69	129.69	2540.41	2487.76	3669.66	Montane
11387	267962.60	9146368.69	119.24	2471.02	2387.76	3574.14	Montane
11388	268062.60	9146368.69	50.27	2403.79	2287.76	3478.87	Deciduous
11389	270062.60	9146368.69	86.55	1389.78	288.21	1692.46	Deciduous
11390	270162.60	9146368.69	169.78	1302.41	188.48	1616.32	Deciduous
11391	270262.60	9146368.69	245.88	1216.98	89.36	1541.38	Deciduous
11392	270362.60	9146368.69	334.79	1132.58	17.45	1466.43	Deciduous
11393	270462.60	9146368.69	427.28	1048.17	22.46	1383.58	Deciduous
11394	270562.60	9146368.69	519.80	963.77	48.95	1299.90	Deciduous
11395	270662.60	9146368.69	612.40	879.37	115.32	1216.22	Deciduous
11396	270762.60	9146368.69	706.49	794.97	200.18	1132.53	Deciduous
11397	270862.60	9146368.69	802.00	712.63	294.69	1048.88	Deciduous
11398	270962.60	9146368.69	893.95	635.38	391.94	966.94	Deciduous
11399	271062.60	9146368.69	877.98	565.31	392.89	885.69	Deciduous
11400	271162.60	9146368.69	868.39	505.28	378.39	804.44	Deciduous
11401	271262.60	9146368.69	867.87	449.84	345.66	723.19	Deciduous
11402	271362.60	9146368.69	847.22	394.40	307.09	641.94	Deciduous
11403	264562.60	9146468.69	108.15	5433.23	611.53	6909.69	Montane
11404	264662.60	9146468.69	207.68	5339.69	704.67	6811.16	Montane
11405	264762.60	9146468.69	298.41	5246.38	799.47	6712.67	Montane
11406	264862.60	9146468.69	388.42	5153.33	895.40	6614.23	Montane
11407	264962.60	9146468.69	478.65	5060.54	992.14	6515.84	Montane
11408	265062.60	9146468.69	571.39	4968.03	1089.46	6417.50	Montane
11409	265162.60	9146468.69	666.23	4875.82	1187.23	6319.20	Montane
11410	265262.60	9146468.69	762.39	4783.91	1285.35	6220.97	Montane
11411	265362.60	9146468.69	859.43	4692.34	1383.73	6122.79	Montane
11412	265462.60	9146468.69	957.08	4601.12	1482.33	6024.67	Montane
11413	265562.60	9146468.69	1055.17	4510.28	1581.10	5926.61	Montane
11414	265662.60	9146468.69	1153.59	4419.83	1680.02	5828.62	Montane
11415	265762.60	9146468.69	1252.25	4329.79	1779.07	5730.70	Montane
11416	265862.60	9146468.69	1351.12	4240.21	1878.21	5632.85	Montane
11417	265962.60	9146468.69	1405.24	4151.10	1977.44	5535.08	Montane
11418	266062.60	9146468.69	1333.81	4062.50	2076.74	5437.39	Montane
11419	266162.60	9146468.69	1266.24	3974.44	2171.44	5339.78	Montane
11420	266262.60	9146468.69	1203.20	3886.95	2209.02	5242.27	Montane
11421	266362.60	9146468.69	1145.44	3800.09	2250.42	5144.85	Montane
11422	266462.60	9146468.69	1093.78	3713.88	2295.44	5047.53	Montane
11423	266562.60	9146468.69	1049.13	3628.38	2343.85	4950.32	Montane
11424	266662.60	9146468.69	1012.43	3543.64	2395.47	4853.22	Montane
11425	266762.60	9146468.69	984.55	3459.72	2450.08	4756.24	Montane
11426	266862.60	9146468.69	904.77	3376.67	2507.49	4659.39	Montane
11427	266962.60	9146468.69	807.23	3294.57	2567.52	4562.67	Montane
11428	267062.60	9146468.69	710.32	3213.48	2629.98	4466.10	Montane
11429	267162.60	9146468.69	614.39	3133.48	2694.70	4369.69	Montane
11430	267262.60	9146468.69	519.99	3054.66	2761.52	4273.44	Montane
11431	267362.60	9146468.69	428.00	2977.11	2830.31	4177.36	Montane
11432	267462.60	9146468.69	336.86	2900.94	2890.07	4081.48	Montane
11433	267562.60	9146468.69	246.10	2826.26	2790.16	3985.79	Montane
11434	267662.60	9146468.69	159.88	2753.18	2690.25	3890.33	Montane
11435	267762.60	9146468.69	76.54	2681.83	2590.35	3795.09	Montane
11436	267862.60	9146468.69	32.99	2612.37	2490.45	3700.11	Montane
11437	267962.60	9146468.69	21.44	2544.94	2390.57	3605.40	Deciduous
11438	270062.60	9146468.69	29.31	1439.57	310.64	1757.47	Deciduous
11439	270162.60	9146468.69	111.78	1355.01	221.26	1682.53	Deciduous
11440	270262.60	9146468.69	204.29	1270.61	146.34	1605.70	Deciduous
11441	270362.60	9146468.69	296.81	1186.21	117.42	1522.01	Deciduous
11442	270462.60	9146468.69	390.26	1101.81	121.85	1438.33	Deciduous
11443	270562.60	9146468.69	486.19	1017.41	135.51	1354.65	Deciduous
11444	270662.60	9146468.69	582.70	933.53	190.06	1270.96	Deciduous
11445	270762.60	9146468.69	676.38	852.84	256.71	1187.83	Deciduous
11446	270862.60	9146468.69	771.65	776.66	335.67	1106.48	Deciduous
11447	270962.60	9146468.69	795.42	706.45	311.11	1025.23	Deciduous
11448	271062.60	9146468.69	778.83	644.16	293.53	943.98	Deciduous
11449	271162.60	9146468.69	768.61	588.51	281.50	862.73	Deciduous
11450	271262.60	9146468.69	767.99	533.06	253.68	781.48	Deciduous
